,Program_x,Year_x,Period_x,Week Ending_x,Geo Level_x,State_x,State ANSI_x,Ag District_x,Ag District Code_x,County_x,County ANSI,Zip Code_x,Region_x,watershed_code_x,Watershed_x,Commodity_x,Domain_x,Domain Category_x,"CATTLE, COWS, BEEF - INVENTORY  -  <b>VALUE</b>","CATTLE, COWS, BEEF - INVENTORY  -  <b>CV (%)</b>",Dairy_Cows_x,"CATTLE, COWS, MILK - INVENTORY  -  <b>CV (%)</b>_x","CATTLE, INCL CALVES - INVENTORY  -  <b>VALUE</b>_x","CATTLE, INCL CALVES - INVENTORY  -  <b>CV (%)</b>_x",Program_y,Year_y,Period_y,Week Ending_y,Geo Level_y,State_y,State ANSI_y,Ag District_y,Ag District Code_y,County_y,Zip Code_y,Region_y,watershed_code_y,Watershed_y,Commodity_y,Domain_y,Domain Category_y,Dairy_Cows_y,"CATTLE, COWS, MILK - INVENTORY  -  <b>CV (%)</b>_y","CATTLE, INCL CALVES - INVENTORY  -  <b>VALUE</b>_y","CATTLE, INCL CALVES - INVENTORY  -  <b>CV (%)</b>_y",FIPS
70,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,SOUTHWEST,70.0,MONTGOMERY,113,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,200,,"8,800",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,SOUTHWEST,70,MONTGOMERY,,,0,,CATTLE,TOTAL,NOT SPECIFIED,200,,"8,500",,39113
71,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,SOUTHWEST,70.0,PREBLE,135,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,1100,,"19,500",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,SOUTHWEST,70,PREBLE,,,0,,CATTLE,TOTAL,NOT SPECIFIED,1100,,"18,000",,39135
72,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,SOUTHWEST,70.0,WARREN,165,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,100,,"4,100",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,SOUTHWEST,70,WARREN,,,0,,CATTLE,TOTAL,NOT SPECIFIED,100,,"3,800",,39165
73,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40.0,AUGLAIZE,011,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,5000,,"25,500",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40,AUGLAIZE,,,0,,CATTLE,TOTAL,NOT SPECIFIED,5300,,"24,000",,39011
74,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40.0,CHAMPAIGN,021,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,1100,,"8,700",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40,CHAMPAIGN,,,0,,CATTLE,TOTAL,NOT SPECIFIED,1100,,"8,300",,39021
75,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40.0,DARKE,037,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,7900,,"40,500",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40,DARKE,,,0,,CATTLE,TOTAL,NOT SPECIFIED,8000,,"38,500",,39037
76,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40.0,HARDIN,065,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,7000,,"14,000",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40,HARDIN,,,0,,CATTLE,TOTAL,NOT SPECIFIED,7300,,"13,000",,39065
77,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40.0,LOGAN,091,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,3200,,"10,500",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40,LOGAN,,,0,,CATTLE,TOTAL,NOT SPECIFIED,3200,,"10,000",,39091
78,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40.0,MERCER,107,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,16700,,"81,000",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40,MERCER,,,0,,CATTLE,TOTAL,NOT SPECIFIED,16700,,"77,000",,39107
79,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40.0,MIAMI,109,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,1300,,"10,000",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40,MIAMI,,,0,,CATTLE,TOTAL,NOT SPECIFIED,1300,,"9,500",,39109
80,SURVEY,2022,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40.0,SHELBY,149,,,0,,CATTLE,TOTAL,NOT SPECIFIED,,,7100,,"28,000",,SURVEY,2023,FIRST OF JAN,,COUNTY,OHIO,39,WEST CENTRAL,40,SHELBY,,,0,,CATTLE,TOTAL,NOT SPECIFIED,7200,,"26,000",,39149
